latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
29.1237,-8.9402,330,2.2,1.4,2022-01-01,1146,Terra,MODIS,84,6.03,296.8,76.5,D,0
29.1271,-8.9367,313.6,1.9,1.4,2022-01-01,1327,Aqua,MODIS,54,6.03,300.7,17,D,0
29.1152,-8.9576,311.7,1.9,1.4,2022-01-01,1327,Aqua,MODIS,41,6.03,298.3,13.4,D,0
29.1188,-8.9394,315,1.9,1.4,2022-01-01,1327,Aqua,MODIS,60,6.03,300,20,D,0
29.1234,-8.9557,319.9,1.9,1.4,2022-01-01,1327,Aqua,MODIS,70,6.03,298.9,31.6,D,0
34.9019,-2.4898,308.3,1.1,1,2022-01-02,1049,Terra,MODIS,67,6.03,290.4,8.2,D,0
30.3197,-9.1033,321.7,1.4,1.2,2022-01-02,1411,Aqua,MODIS,75,6.03,304,20.9,D,0
30.3181,-9.118,314,1.4,1.2,2022-01-02,1411,Aqua,MODIS,62,6.03,303.5,9.2,D,0
31.6294,-4.2196,309.5,1.3,1.1,2022-01-06,1346,Aqua,MODIS,56,6.03,292.3,9,D,0
32.8048,-4.0218,300.9,1.1,1,2022-01-07,1108,Terra,MODIS,43,6.03,287.3,4.3,D,0
34.9303,-3.6291,300.2,1.3,1.1,2022-01-12,1310,Aqua,MODIS,29,6.03,289,4,D,0
34.9835,-3.2902,303,1,1,2022-01-16,1101,Terra,MODIS,54,6.03,290.8,3.8,D,0
30.3613,-9.5119,328.9,1.4,1.2,2022-01-16,1102,Terra,MODIS,85,6.03,296.1,41.5,D,2
30.3629,-9.5267,336.7,1.4,1.2,2022-01-16,1102,Terra,MODIS,90,6.03,294.3,60.5,D,2
30.3589,-9.534,308,1.4,1.2,2022-01-16,1102,Terra,MODIS,57,6.03,293.2,9.8,D,2
30.3572,-9.5192,342,1.4,1.2,2022-01-16,1102,Terra,MODIS,92,6.03,296.9,74.9,D,2
32.4196,-6.9159,300.9,2.6,1.6,2022-01-20,1037,Terra,MODIS,41,6.03,287.7,11.9,D,0
34.862,-6.1049,304.9,1.1,1,2022-01-21,1119,Terra,MODIS,60,6.03,288.7,6.6,D,0
33.7837,-6.857,314,1.2,1.1,2022-01-28,1126,Terra,MODIS,60,6.03,292.3,15,D,0
33.7815,-6.8441,311.2,1.2,1.1,2022-01-28,1126,Terra,MODIS,47,6.03,292,12,D,0
30.3629,-9.5043,377.1,1,1,2022-01-29,1352,Aqua,MODIS,100,6.03,301.8,136.8,D,2
30.3614,-9.5147,327.3,1,1,2022-01-29,1352,Aqua,MODIS,82,6.03,298.7,19.1,D,2
34.6561,-6.4062,313.7,1.3,1.1,2022-01-29,1353,Aqua,MODIS,0,6.03,291.6,14.5,D,0
35.423,-5.5127,345.9,1.4,1.2,2022-01-29,1353,Aqua,MODIS,93,6.03,292.9,89.2,D,0
34.6511,-6.4091,309.7,1,1,2022-01-31,1341,Aqua,MODIS,0,6.03,293.2,6.7,D,0
33.7775,-5.7573,306.1,1.1,1,2022-02-01,1101,Terra,MODIS,62,6.03,294.4,5,D,0
33.776,-5.7461,306,1.1,1,2022-02-01,1101,Terra,MODIS,62,6.03,295.5,4.8,D,0
35.1477,-5.747,305.1,1.1,1,2022-02-02,1329,Aqua,MODIS,53,6.03,293.8,5,D,0
34.9734,-3.0542,309.4,1.6,1.2,2022-02-05,1036,Terra,MODIS,69,6.03,290.2,12.6,D,0
34.9389,-2.0827,302,1.8,1.3,2022-02-06,1119,Terra,MODIS,17,6.03,289.1,5.6,D,0
33.9294,-5.6305,314.2,1,1,2022-02-09,1334,Aqua,MODIS,61,6.03,302.7,5.5,D,0
33.9278,-5.6412,313.1,1,1,2022-02-09,1334,Aqua,MODIS,58,6.03,302.9,4.7,D,0
32.3715,-6.9515,314.5,2.6,1.5,2022-02-10,1417,Aqua,MODIS,48,6.03,302.1,20.8,D,0
32.3781,-6.9602,313.7,2.6,1.5,2022-02-10,1417,Aqua,MODIS,38,6.03,302.9,17.5,D,0
33.8387,-4.2623,306.5,1.7,1.3,2022-02-13,1125,Terra,MODIS,56,6.03,290.2,14.6,D,0
33.8178,-5.4478,318.7,1.1,1,2022-02-15,1113,Terra,MODIS,78,6.03,296,14.9,D,0
34.5923,-6.1535,305.9,1.1,1,2022-02-17,1100,Terra,MODIS,46,6.03,293,6.2,D,0
34.8051,-4.3268,310.1,1,1,2022-02-18,1328,Aqua,MODIS,42,6.03,297.7,4.1,D,0
34.2221,-6.6131,315.2,1.4,1.2,2022-02-21,1359,Aqua,MODIS,56,6.03,302.1,10.2,D,0
34.8363,-4.4636,317.6,2,1.4,2022-02-21,1359,Aqua,MODIS,49,6.03,297.1,39.2,D,0
34.3011,-6.3846,310.9,1.1,1,2022-02-22,1119,Terra,MODIS,41,6.03,300.9,5.8,D,0
32.5195,-6.2983,317.8,1.4,1.2,2022-03-01,1125,Terra,MODIS,72,6.03,297.7,14.7,D,0
32.5214,-6.2893,314.2,1.4,1.2,2022-03-01,1125,Terra,MODIS,50,6.03,299.1,9.5,D,0
32.5179,-6.302,322.9,1.2,1.1,2022-03-02,1352,Aqua,MODIS,55,6.03,303.7,15.2,D,0
32.5213,-6.2944,318.3,1,1,2022-03-03,1113,Terra,MODIS,73,6.03,297,11.9,D,0
31.2796,-8.4502,315,1.2,1.1,2022-03-04,1339,Aqua,MODIS,72,6.03,297.2,9.4,D,0
32.5293,-6.307,309,1.7,1.3,2022-03-08,1131,Terra,MODIS,60,6.03,294.2,12.8,D,0
31.5345,-8.252,312.2,1,1,2022-03-10,1119,Terra,MODIS,60,6.03,293.5,7,D,0
33.8068,-7.1731,310.7,1.2,1.1,2022-03-21,1100,Terra,MODIS,37,6.03,293.7,7.4,D,0
34.2091,-6.6312,315.8,1.1,1,2022-04-11,1117,Terra,MODIS,50,6.03,299.7,6.8,D,0
